QUEST_UNUSED_20150317_000001	なるほど、パードナーマスターへの道だな。武運を祈る！
QUEST_UNUSED_20151112_002874	ロゼはラッシュの嗅覚を利用して行商人たちを探そうとしています。ですが、ラッシュの体力がかなり落ちているようです。体力回復ポーションを与えて体力を回復させてください。
QUEST_UNUSED_20151112_002875	XX村の住民と話してください。
QUEST_UNUSED_20151112_002876	ロゼと話してください
QUEST_UNUSED_20151112_002877	修道士を束縛している装置を破壊する
QUEST_UNUSED_20151112_002878	修道士カースと話す
QUEST_UNUSED_20151112_002879	修道士カースと話してください。
QUEST_UNUSED_20151112_002880	XXのエキス入手
QUEST_UNUSED_20151112_002881	倉庫の門に設置されている魔法陣を解くには魔族であることを証明しなければなりません。XXのエキスがあれば、魔族であることを証明できそうです。
QUEST_UNUSED_20151112_002882	XXを退治して%s獲得
QUEST_UNUSED_20151112_002883	修道士カースと話してください。
QUEST_UNUSED_20151112_002884	修道士カースとロゼを守る
QUEST_UNUSED_20151112_002885	修道士カースが倉庫の門を開くまで、修道士カースを守ってください
QUEST_UNUSED_20151112_002886	村の住民を安全に脱出させる
QUEST_UNUSED_20151112_002887	村の住民を安全に脱出させてください。
QUEST_UNUSED_20151112_002888	実験被害者(1)と話す
QUEST_UNUSED_20151112_002889	実験被害者(1)と話してください。
QUEST_UNUSED_20151112_002890	実験被害者に回復ポーションを渡す
QUEST_UNUSED_20151112_002891	実験被害者は実験のせいでかなり疲れているようです。回復ポーションを渡して体力を回復させてください。
QUEST_UNUSED_20151112_002892	周辺の魔族を退治する
QUEST_UNUSED_20151112_002893	実験被害者(1)が安全に修道院を脱出できるよう、周辺にいる魔族을退治してください
QUEST_UNUSED_20151112_002894	周辺にいる魔族を退治する
QUEST_UNUSED_20151112_002895	実験被害者(2)と会話
QUEST_UNUSED_20151112_002896	実験被害者(2)に話しかけてください。
QUEST_UNUSED_20151112_002897	実験被害者(2)の知人たちの遺品を集める
QUEST_UNUSED_20151112_002898	実験被害者(2)は実験で死んだ自分の友達と家族を墓をたてるために、遺品を探してほしいと言っています。 遺品を探してください。
QUEST_UNUSED_20151112_002899	エドムンダスを探す
QUEST_UNUSED_20151112_002900	修道院 64_2番ゾーンでエドムンダスを探してください。
QUEST_UNUSED_20151112_002901	エドムンダスを助ける
QUEST_UNUSED_20151112_002902	エドムンダスを苦しめている物を探して破壊してください
QUEST_UNUSED_20151112_002903	謎のウィザードが召喚した召喚物を破壊
QUEST_UNUSED_20151112_002904	謎のウィザードが召喚した召喚物のせいでエドムンダスが苦しんでいます。召喚物を破壊してください
QUEST_UNUSED_20151112_002905	エドムンダスと話す
QUEST_UNUSED_20151112_002906	エドムンダスと話してください。
QUEST_UNUSED_20151112_002907	苦痛の魔法石を破壊する
QUEST_UNUSED_20151112_002908	束縛装置を破壊する
QUEST_UNUSED_20151112_002909	エドムンダスを束縛している装置を破壊してください
QUEST_UNUSED_20151112_002910	実験被害者と話す
QUEST_UNUSED_20151112_002911	実験被害者と話してください。
QUEST_UNUSED_20151112_002912	実験被害者のリュックを探す
QUEST_UNUSED_20151112_002913	実験被害者のリュックを探してください
QUEST_UNUSED_20151112_002914	実験場所を確認する
QUEST_UNUSED_20151112_002915	実験被害者は魔族が実験をしていた場所から村の住民を助け出してほしいと言います。魔族の実験場所を確認してください
QUEST_UNUSED_20151112_002916	実験被害者と話してください。
QUEST_UNUSED_20151112_002917	実験施設を破壊する
QUEST_UNUSED_20151112_002918	実験施設を破壊してください
QUEST_UNUSED_20151112_002919	魔族が設置した実験道具を破壊する
QUEST_UNUSED_20151112_002920	修道士と話す
QUEST_UNUSED_20151112_002921	修道士と話してください。
QUEST_UNUSED_20151112_002922	魔族が破壊した聖物の破片を集める
QUEST_UNUSED_20151112_002923	魔族が破壊した聖物の破片を集めてください
QUEST_UNUSED_20151112_002924	聖物を設置する
QUEST_UNUSED_20151112_002925	聖物を設置してください
QUEST_UNUSED_20151112_002926	修道士と話す
QUEST_UNUSED_20151112_002927	装置に過負荷を起こさせる物を探す
QUEST_UNUSED_20151112_002928	装置に過負荷を起こさせる物を探してエドムンダスに届けてください。
QUEST_UNUSED_20151112_002929	黒い宝石を集める
QUEST_UNUSED_20151112_002930	黒い宝石を集めて装置に過負荷を起こさせてください。
QUEST_UNUSED_20151112_002931	水晶を取り除く
QUEST_UNUSED_20151112_002932	装置でシールドをかけてから水晶を除去してください
QUEST_UNUSED_20151112_002933	エドムンダスと話してください
QUEST_UNUSED_20151112_002934	ロゼを助ける
QUEST_UNUSED_20151112_002935	精神を支配されているロゼを助けてください
QUEST_UNUSED_20151112_002936	デスウィーバーを退治する
QUEST_UNUSED_20151112_002937	周辺にいるモンスターを退治する
QUEST_UNUSED_20151112_002938	エドムンダスとロゼの周辺にいるモンスターを退治してください
QUEST_UNUSED_20151112_002939	エドムンダスとロゼを襲おうとするモンスターを退治する
QUEST_UNUSED_20151112_002940	ウィザードサブマスターと話す
QUEST_UNUSED_20151112_002941	ウィザードサブマスターと話してください。
QUEST_UNUSED_20151112_002942	ウィザードマスターと話す
QUEST_UNUSED_20151112_002943	ウィザードマスターと話してください。
QUEST_UNUSED_20151112_002944	魔族のエキス入手
QUEST_UNUSED_20151112_002945	ウィザードサブマスターは保護の結界水晶を作るためには魔族のエキスが必要だと言います。魔族のエキスを集めてください。
QUEST_UNUSED_20151112_002946	保護の結界水晶を設置する
QUEST_UNUSED_20151112_002947	保護の結界水晶を設置してください
QUEST_UNUSED_20151112_002948	謎のウィザードの実験日誌入手
QUEST_UNUSED_20151112_002949	謎のウィザードの実験日誌を入手してください
QUEST_UNUSED_20151112_002950	培養装置を停止させる
QUEST_UNUSED_20151112_002951	巨大ワラビ胞子を培養装置する停止させる
QUEST_UNUSED_20151112_002952	村長ロマナスを訪ねる
QUEST_UNUSED_20151112_002953	森で道に迷う
QUEST_UNUSED_20151112_002954	消えた司教
QUEST_UNUSED_20151112_002955	燃えてしまった行方
QUEST_UNUSED_20151112_002956	モンスター群落
QUEST_UNUSED_20151112_002957	大規模捜索
QUEST_UNUSED_20151112_002958	1番地域のモンスターを倒して司祭ゲルリヤのメッセージを集めてください
QUEST_UNUSED_20151112_002959	情報員ラレナは司祭が育てたザルリを連れて周辺で司祭の跡を尋ねて欲しいと言っています。
QUEST_UNUSED_20151112_002960	スペクターマスター退治
QUEST_UNUSED_20151112_002961	1番地域のモンスター退治
QUEST_UNUSED_20151112_002962	情報員オルウェンは1番地域で情報員の捜索活動妨害をするモンスターを片付けてほしいと言っています。
QUEST_UNUSED_20151112_002963	不吉な魔法陣を破壊
QUEST_UNUSED_20151112_002964	情報員オルウェンは1/2地域に分布した不吉な魔法陣を除去してくれとお願いしました。
QUEST_UNUSED_20151112_002965	事前調査
QUEST_UNUSED_20151112_002966	3番地域のモンスター退治
QUEST_UNUSED_20151112_002967	情報院ノートレスは狂暴になったモンスターから魔族の兆しを捉えたそうです。 5番地域のモンスターを倒して、汚染された血を収集し、情報院ノートレスに渡しましょう。
QUEST_UNUSED_20151112_002968	追跡者ゼウスは負傷した自分たちの代わりに7番地域のモンスターを倒してほしいと言います。
QUEST_UNUSED_20151112_002969	危険な手がかり
QUEST_UNUSED_20151112_002970	ウルボナスの行方
QUEST_UNUSED_20151112_002971	第3区域 呪いのトーテム 破壊
QUEST_UNUSED_20151112_002972	第4区域にある呪いのトーテムの破片を 除去
QUEST_UNUSED_20151112_002973	第4区域にある呪いのトーテムを確認
QUEST_UNUSED_20151112_002974	追撃者トルヴァナと話してください。
QUEST_UNUSED_20151112_002975	追跡者トルバナに2番地域で永住直属の情報台で依頼した黒い木切れを収集してほしいとお願いされました。
QUEST_UNUSED_20151112_002976	追撃者ダラマウスは領主直属の情報隊の依頼で、3番地域で魔族たちが使っている物を調査しなければならないそうです。魔族を退治して魔族の包みを獲得してください
QUEST_UNUSED_20151112_002977	追撃者ダラマウスと話してください。
QUEST_UNUSED_20151112_002978	第2区域呪いのトーテム破壊
QUEST_UNUSED_20151112_002979	司祭イルマと話してください。
QUEST_UNUSED_20151112_002980	ファイアーロード退治
QUEST_UNUSED_20151112_002981	第4区域監視トーテム破壊
QUEST_UNUSED_20151112_002982	司祭イルマは監視トーテムを破壊して魔将マルノックスの関心を他所に移し回してアシャーク地下監獄3階の魔族指令書を回収しようと言います。 二番目の監視トーテム周辺の不安定な魔石を収集して監視トーテムに付着させた後に破壊してください
QUEST_UNUSED_20151112_002983	ゲリヤと話してください。
QUEST_UNUSED_20151112_002984	万が一
QUEST_UNUSED_20151112_002985	師弟アラニスと話し合ってください
QUEST_UNUSED_20151112_002986	師弟ドランと話し合ってください
QUEST_UNUSED_20151112_002987	第3区域にいるモンスター退治
QUEST_UNUSED_20151112_002988	さらに深い場所で
QUEST_UNUSED_20151112_002989	司祭ゲリヤと話してください。
QUEST_UNUSED_20151112_002990	全てが元通り
QUEST_UNUSED_20151112_002991	第1区域にある呪いのトーテムを破壊
QUEST_UNUSED_20151112_002992	毛皮収集
QUEST_UNUSED_20151112_002993	バスケッズは、グリーンレプスバニーの毛皮があれば自分と仲間たちは寒さに耐えられると言っています。グリーンレプスバニーを狩って毛皮を持ってきてください。
QUEST_UNUSED_20151112_002994	ブルーシャウラブメイジの非常食収集
QUEST_UNUSED_20151112_002995	補給兵 ロンダは足りない食糧をブルーシャウラブメイジの非常食で補いたいようです。野営地付近でブルーシャウラブメイジを狩り、非常食を集めてください。
QUEST_UNUSED_20151112_002996	頼まれた量の非常食を集めました。{nl}急いで補給兵ロンダに届けてください。
QUEST_UNUSED_20151112_002997	ブルーラパセイプのキノコ収集
QUEST_UNUSED_20151112_002998	ストーガス分隊長アデスは高熱で寝こんだウィザードを心配しています。 解熱作用があるというブルーラパセイプのキノコを集めてください。
QUEST_UNUSED_20151112_002999	ブルーラパセイプのキノコを十分に集めました。 {nl}ストーガス分隊長アデスに伝えてください。
